zip|type|primary_city|state|county|stateCounty
05663|STANDARD|Northfield|VT|Washington County|VT-Washington County
05664|PO BOX|Northfield Falls|VT|Washington County|VT-Washington County
05665|PO BOX|North Hyde Park|VT|Lamoille County|VT-Lamoille County
05666|STANDARD|North Montpelier|VT|Washington County|VT-Washington County
05667|STANDARD|Plainfield|VT|Washington County|VT-Washington County
05669|STANDARD|Roxbury|VT|Washington County|VT-Washington County
05670|PO BOX|South Barre|VT|Washington County|VT-Washington County
05671|UNIQUE|Waterbury|VT|Washington County|VT-Washington County
05672|STANDARD|Stowe|VT|Lamoille County|VT-Lamoille County
05673|STANDARD|Waitsfield|VT|Washington County|VT-Washington County
05674|STANDARD|Warren|VT|Washington County|VT-Washington County
05675|STANDARD|Washington|VT|Orange County|VT-Orange County
05676|STANDARD|Waterbury|VT|Washington County|VT-Washington County
05677|STANDARD|Waterbury Center|VT|Washington County|VT-Washington County
05678|PO BOX|Websterville|VT|Washington County|VT-Washington County
05679|STANDARD|Williamstown|VT|Orange County|VT-Orange County
05680|STANDARD|Wolcott|VT|Lamoille County|VT-Lamoille County
05681|STANDARD|Woodbury|VT|Washington County|VT-Washington County
05682|STANDARD|Worcester|VT|Washington County|VT-Washington County
05701|STANDARD|Rutland|VT|Rutland County|VT-Rutland County
05702|PO BOX|Rutland|VT|Rutland County|VT-Rutland County
05730|STANDARD|Belmont|VT|Rutland County|VT-Rutland County
05731|PO BOX|Benson|VT|Rutland County|VT-Rutland County
05732|STANDARD|Bomoseen|VT|Rutland County|VT-Rutland County
05733|STANDARD|Brandon|VT|Rutland County|VT-Rutland County
05734|STANDARD|Bridport|VT|Addison County|VT-Addison County
05735|STANDARD|Castleton|VT|Rutland County|VT-Rutland County
05736|STANDARD|Center Rutland|VT|Rutland County|VT-Rutland County
05737|STANDARD|Chittenden|VT|Rutland County|VT-Rutland County
05738|STANDARD|Cuttingsville|VT|Rutland County|VT-Rutland County
05739|STANDARD|Danby|VT|Rutland County|VT-Rutland County
05740|PO BOX|East Middlebury|VT|Addison County|VT-Addison County
05741|PO BOX|East Poultney|VT|Rutland County|VT-Rutland County
05742|STANDARD|East Wallingford|VT|Rutland County|VT-Rutland County
05743|STANDARD|Fair Haven|VT|Rutland County|VT-Rutland County
05744|STANDARD|Florence|VT|Rutland County|VT-Rutland County
05745|PO BOX|Forest Dale|VT|Rutland County|VT-Rutland County
05746|PO BOX|Gaysville|VT|Windsor County|VT-Windsor County
05747|STANDARD|Granville|VT|Addison County|VT-Addison County
05748|STANDARD|Hancock|VT|Addison County|VT-Addison County
05750|PO BOX|Hydeville|VT|Rutland County|VT-Rutland County
05751|STANDARD|Killington|VT|Rutland County|VT-Rutland County
05753|STANDARD|Middlebury|VT|Addison County|VT-Addison County
05757|STANDARD|Middletown Springs|VT|Rutland County|VT-Rutland County
05758|STANDARD|Mount Holly|VT|Rutland County|VT-Rutland County
05759|STANDARD|North Clarendon|VT|Rutland County|VT-Rutland County
05760|STANDARD|Orwell|VT|Addison County|VT-Addison County
05761|STANDARD|Pawlet|VT|Rutland County|VT-Rutland County
05762|STANDARD|Pittsfield|VT|Rutland County|VT-Rutland County
05763|STANDARD|Pittsford|VT|Rutland County|VT-Rutland County
05764|STANDARD|Poultney|VT|Rutland County|VT-Rutland County
05765|STANDARD|Proctor|VT|Rutland County|VT-Rutland County
05766|STANDARD|Ripton|VT|Addison County|VT-Addison County
05767|STANDARD|Rochester|VT|Windsor County|VT-Windsor County
05768|PO BOX|Rupert|VT|Bennington County|VT-Bennington County
05769|STANDARD|Salisbury|VT|Addison County|VT-Addison County
05770|STANDARD|Shoreham|VT|Addison County|VT-Addison County
05772|STANDARD|Stockbridge|VT|Windsor County|VT-Windsor County
05773|STANDARD|Wallingford|VT|Rutland County|VT-Rutland County
05774|STANDARD|Wells|VT|Rutland County|VT-Rutland County
05775|STANDARD|West Pawlet|VT|Rutland County|VT-Rutland County
05776|STANDARD|West Rupert|VT|Bennington County|VT-Bennington County
05777|STANDARD|West Rutland|VT|Rutland County|VT-Rutland County
05778|STANDARD|Whiting|VT|Addison County|VT-Addison County
05819|STANDARD|Saint Johnsbury|VT|Caledonia County|VT-Caledonia County
05820|STANDARD|Albany|VT|Orleans County|VT-Orleans County
05821|STANDARD|Barnet|VT|Caledonia County|VT-Caledonia County
05822|STANDARD|Barton|VT|Orleans County|VT-Orleans County
05823|PO BOX|Beebe Plain|VT|Orleans County|VT-Orleans County
05824|STANDARD|Concord|VT|Essex County|VT-Essex County
05825|PO BOX|Coventry|VT|Orleans County|VT-Orleans County
05826|STANDARD|Craftsbury|VT|Orleans County|VT-Orleans County
05827|STANDARD|Craftsbury Common|VT|Orleans County|VT-Orleans County
05828|STANDARD|Danville|VT|Caledonia County|VT-Caledonia County
05829|STANDARD|Derby|VT|Orleans County|VT-Orleans County
05830|STANDARD|Derby Line|VT|Orleans County|VT-Orleans County
05832|STANDARD|East Burke|VT|Caledonia County|VT-Caledonia County
05833|STANDARD|East Charleston|VT|Orleans County|VT-Orleans County
05836|STANDARD|East Hardwick|VT|Caledonia County|VT-Caledonia County
05837|STANDARD|East Haven|VT|Essex County|VT-Essex County
05838|PO BOX|East Saint Johnsbury|VT|Caledonia County|VT-Caledonia County
05839|STANDARD|Glover|VT|Orleans County|VT-Orleans County
05840|PO BOX|Granby|VT|Essex County|VT-Essex County
05841|STANDARD|Greensboro|VT|Orleans County|VT-Orleans County
05842|STANDARD|Greensboro Bend|VT|Caledonia County|VT-Caledonia County
05843|STANDARD|Hardwick|VT|Caledonia County|VT-Caledonia County
05845|STANDARD|Irasburg|VT|Orleans County|VT-Orleans County
05846|STANDARD|Island Pond|VT|Essex County|VT-Essex County
05847|STANDARD|Lowell|VT|Orleans County|VT-Orleans County
05848|PO BOX|Lower Waterford|VT|Caledonia County|VT-Caledonia County
05849|PO BOX|Lyndon|VT|Caledonia County|VT-Caledonia County
05850|STANDARD|Lyndon Center|VT|Caledonia County|VT-Caledonia County
05851|STANDARD|Lyndonville|VT|Caledonia County|VT-Caledonia County
05853|STANDARD|Morgan|VT|Orleans County|VT-Orleans County
05855|STANDARD|Newport|VT|Orleans County|VT-Orleans County
05857|STANDARD|Newport Center|VT|Orleans County|VT-Orleans County
05858|STANDARD|North Concord|VT|Essex County|VT-Essex County
05859|STANDARD|North Troy|VT|Orleans County|VT-Orleans County
05860|STANDARD|Orleans|VT|Orleans County|VT-Orleans County
05861|PO BOX|Passumpsic|VT|Caledonia County|VT-Caledonia County
05862|STANDARD|Peacham|VT|Caledonia County|VT-Caledonia County
05863|PO BOX|Saint Johnsbury Center|VT|Caledonia County|VT-Caledonia County
05866|STANDARD|Sheffield|VT|Caledonia County|VT-Caledonia County
05867|STANDARD|Sutton|VT|Caledonia County|VT-Caledonia County
05868|STANDARD|Troy|VT|Orleans County|VT-Orleans County
05871|STANDARD|West Burke|VT|Caledonia County|VT-Caledonia County
05872|STANDARD|West Charleston|VT|Orleans County|VT-Orleans County
05873|STANDARD|West Danville|VT|Caledonia County|VT-Caledonia County
05874|STANDARD|Westfield|VT|Orleans County|VT-Orleans County
05875|STANDARD|West Glover|VT|Orleans County|VT-Orleans County
05901|PO BOX|Averill|VT|Essex County|VT-Essex County
05902|STANDARD|Beecher Falls|VT|Essex County|VT-Essex County
05903|STANDARD|Canaan|VT|Essex County|VT-Essex County
05904|STANDARD|Gilman|VT|Essex County|VT-Essex County
05905|STANDARD|Guildhall|VT|Essex County|VT-Essex County
05906|STANDARD|Lunenburg|VT|Essex County|VT-Essex County
05907|STANDARD|Norton|VT|Essex County|VT-Essex County
06001|STANDARD|Avon|CT|Hartford County|CT-Hartford County
06002|STANDARD|Bloomfield|CT|Hartford County|CT-Hartford County
06006|UNIQUE|Windsor|CT|Hartford County|CT-Hartford County
06010|STANDARD|Bristol|CT|Hartford County|CT-Hartford County
06011|PO BOX|Bristol|CT|Hartford County|CT-Hartford County
06013|STANDARD|Burlington|CT|Hartford County|CT-Hartford County
06016|STANDARD|Broad Brook|CT|Hartford County|CT-Hartford County
06018|STANDARD|Canaan|CT|Litchfield County|CT-Litchfield County
06019|STANDARD|Canton|CT|Hartford County|CT-Hartford County
06020|STANDARD|Canton Center|CT|Hartford County|CT-Hartford County
06021|STANDARD|Colebrook|CT|Litchfield County|CT-Litchfield County
06022|STANDARD|Collinsville|CT|Hartford County|CT-Hartford County
06023|STANDARD|East Berlin|CT|Hartford County|CT-Hartford County
06024|STANDARD|East Canaan|CT|Litchfield County|CT-Litchfield County
06025|PO BOX|East Glastonbury|CT|Hartford County|CT-Hartford County
06026|STANDARD|East Granby|CT|Hartford County|CT-Hartford County
06027|STANDARD|East Hartland|CT|Hartford County|CT-Hartford County
06028|PO BOX|East Windsor Hill|CT|Hartford County|CT-Hartford County
06029|STANDARD|Ellington|CT|Tolland County|CT-Tolland County
06030|UNIQUE|Farmington|CT|Hartford County|CT-Hartford County
06031|STANDARD|Falls Village|CT|Litchfield County|CT-Litchfield County
06032|STANDARD|Farmington|CT|Hartford County|CT-Hartford County
06033|STANDARD|Glastonbury|CT|Hartford County|CT-Hartford County
06034|PO BOX|Farmington|CT|Hartford County|CT-Hartford County
06035|STANDARD|Granby|CT|Hartford County|CT-Hartford County
06037|STANDARD|Berlin|CT|Hartford County|CT-Hartford County
06039|STANDARD|Lakeville|CT|Litchfield County|CT-Litchfield County
06040|STANDARD|Manchester|CT|Hartford County|CT-Hartford County
06041|UNIQUE|Manchester|CT|Hartford County|CT-Hartford County
06042|STANDARD|Manchester|CT|Hartford County|CT-Hartford County
06043|STANDARD|Bolton|CT|Tolland County|CT-Tolland County
06045|PO BOX|Manchester|CT|Hartford County|CT-Hartford County
06050|PO BOX|New Britain|CT|Hartford County|CT-Hartford County
06051|STANDARD|New Britain|CT|Hartford County|CT-Hartford County
06052|STANDARD|New Britain|CT|Hartford County|CT-Hartford County
06053|STANDARD|New Britain|CT|Hartford County|CT-Hartford County
06057|STANDARD|New Hartford|CT|Litchfield County|CT-Litchfield County
06058|STANDARD|Norfolk|CT|Litchfield County|CT-Litchfield County
06059|STANDARD|North Canton|CT|Hartford County|CT-Hartford County
06060|STANDARD|North Granby|CT|Hartford County|CT-Hartford County
06061|PO BOX|Pine Meadow|CT|Litchfield County|CT-Litchfield County
06062|STANDARD|Plainville|CT|Hartford County|CT-Hartford County
06063|STANDARD|Barkhamsted|CT|Litchfield County|CT-Litchfield County
06064|PO BOX|Poquonock|CT|Hartford County|CT-Hartford County
06065|STANDARD|Riverton|CT|Hartford County|CT-Hartford County
06066|STANDARD|Vernon Rockville|CT|Tolland County|CT-Tolland County
06067|STANDARD|Rocky Hill|CT|Hartford County|CT-Hartford County
06068|STANDARD|Salisbury|CT|Litchfield County|CT-Litchfield County
06069|STANDARD|Sharon|CT|Litchfield County|CT-Litchfield County
06070|STANDARD|Simsbury|CT|Hartford County|CT-Hartford County
06071|STANDARD|Somers|CT|Tolland County|CT-Tolland County
06072|PO BOX|Somersville|CT|Tolland County|CT-Tolland County
06073|STANDARD|South Glastonbury|CT|Hartford County|CT-Hartford County
06074|STANDARD|South Windsor|CT|Hartford County|CT-Hartford County
06075|PO BOX|Stafford|CT|Tolland County|CT-Tolland County
06076|STANDARD|Stafford Springs|CT|Tolland County|CT-Tolland County
06077|PO BOX|Staffordville|CT|Tolland County|CT-Tolland County
06078|STANDARD|Suffield|CT|Hartford County|CT-Hartford County
06079|PO BOX|Taconic|CT|Litchfield County|CT-Litchfield County
06080|UNIQUE|Suffield|CT|Hartford County|CT-Hartford County
06081|STANDARD|Tariffville|CT|Hartford County|CT-Hartford County
06082|STANDARD|Enfield|CT|Hartford County|CT-Hartford County
06083|PO BOX|Enfield|CT|Hartford County|CT-Hartford County
06084|STANDARD|Tolland|CT|Tolland County|CT-Tolland County
06085|STANDARD|Unionville|CT|Hartford County|CT-Hartford County
06087|UNIQUE|Unionville|CT|Hartford County|CT-Hartford County
06088|STANDARD|East Windsor|CT|Hartford County|CT-Hartford County
06089|STANDARD|Weatogue|CT|Hartford County|CT-Hartford County
06090|STANDARD|West Granby|CT|Hartford County|CT-Hartford County
06091|STANDARD|West Hartland|CT|Hartford County|CT-Hartford County
06092|STANDARD|West Simsbury|CT|Hartford County|CT-Hartford County
06093|STANDARD|West Suffield|CT|Hartford County|CT-Hartford County
06094|PO BOX|Winchester Center|CT|Litchfield County|CT-Litchfield County
06095|STANDARD|Windsor|CT|Hartford County|CT-Hartford County
06096|STANDARD|Windsor Locks|CT|Hartford County|CT-Hartford County
06098|STANDARD|Winsted|CT|Litchfield County|CT-Litchfield County
06101|STANDARD|Hartford|CT|Hartford County|CT-Hartford County
06102|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06103|STANDARD|Hartford|CT|Hartford County|CT-Hartford County
06104|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06105|STANDARD|Hartford|CT|Hartford County|CT-Hartford County
06106|STANDARD|Hartford|CT|Hartford County|CT-Hartford County
06107|STANDARD|West Hartford|CT|Hartford County|CT-Hartford County
06108|STANDARD|East Hartford|CT|Hartford County|CT-Hartford County
06109|STANDARD|Wethersfield|CT|Hartford County|CT-Hartford County
06110|STANDARD|West Hartford|CT|Hartford County|CT-Hartford County
06111|STANDARD|Newington|CT|Hartford County|CT-Hartford County
06112|STANDARD|Hartford|CT|Hartford County|CT-Hartford County
06114|STANDARD|Hartford|CT|Hartford County|CT-Hartford County
06115|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06117|STANDARD|West Hartford|CT|Hartford County|CT-Hartford County
06118|STANDARD|East Hartford|CT|Hartford County|CT-Hartford County
06119|STANDARD|West Hartford|CT|Hartford County|CT-Hartford County
06120|STANDARD|Hartford|CT|Hartford County|CT-Hartford County
06123|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06126|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06127|PO BOX|West Hartford|CT|Hartford County|CT-Hartford County
06128|PO BOX|East Hartford|CT|Hartford County|CT-Hartford County
06129|PO BOX|Wethersfield|CT|Hartford County|CT-Hartford County
06131|PO BOX|Newington|CT|Hartford County|CT-Hartford County
06132|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06133|PO BOX|West Hartford|CT|Hartford County|CT-Hartford County
06134|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06137|PO BOX|West Hartford|CT|Hartford County|CT-Hartford County
06138|PO BOX|East Hartford|CT|Hartford County|CT-Hartford County
06140|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06141|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06142|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06143|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06144|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06145|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06146|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06147|PO BOX|Hartford|CT|Hartford County|CT-Hartford County
06150|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06151|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06152|STANDARD|Hartford|CT|Hartford County|CT-Hartford County
06153|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06154|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06155|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06156|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06160|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06161|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06167|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06176|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06180|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06183|UNIQUE|Hartford|CT|Hartford County|CT-Hartford County
06199|STANDARD|Hartford|CT|Hartford County|CT-Hartford County
06226|STANDARD|Willimantic|CT|Windham County|CT-Windham County
06230|PO BOX|Abington|CT|Windham County|CT-Windham County
06231|STANDARD|Amston|CT|Tolland County|CT-Tolland County
06232|STANDARD|Andover|CT|Tolland County|CT-Tolland County
06233|PO BOX|Ballouville|CT|Windham County|CT-Windham County
06234|STANDARD|Brooklyn|CT|Windham County|CT-Windham County
06235|STANDARD|Chaplin|CT|Windham County|CT-Windham County
06237|STANDARD|Columbia|CT|Tolland County|CT-Tolland County
06238|STANDARD|Coventry|CT|Tolland County|CT-Tolland County
06239|STANDARD|Danielson|CT|Windham County|CT-Windham County
06241|STANDARD|Dayville|CT|Windham County|CT-Windham County
06242|STANDARD|Eastford|CT|Windham County|CT-Windham County
06243|STANDARD|East Killingly|CT|Windham County|CT-Windham County
06244|PO BOX|East Woodstock|CT|Windham County|CT-Windham County
06245|PO BOX|Fabyan|CT|Windham County|CT-Windham County
06246|PO BOX|Grosvenor Dale|CT|Windham County|CT-Windham County
06247|STANDARD|Hampton|CT|Windham County|CT-Windham County
06248|STANDARD|Hebron|CT|Tolland County|CT-Tolland County
06249|STANDARD|Lebanon|CT|New London County|CT-New London County
06250|STANDARD|Mansfield Center|CT|Tolland County|CT-Tolland County
06251|PO BOX|Mansfield Depot|CT|Tolland County|CT-Tolland County
06254|STANDARD|North Franklin|CT|New London County|CT-New London County
06255|STANDARD|North Grosvenordale|CT|Windham County|CT-Windham County
06256|STANDARD|North Windham|CT|Windham County|CT-Windham County
06258|PO BOX|Pomfret|CT|Windham County|CT-Windham County
06259|STANDARD|Pomfret Center|CT|Windham County|CT-Windham County
06260|STANDARD|Putnam|CT|Windham County|CT-Windham County
06262|STANDARD|Quinebaug|CT|Windham County|CT-Windham County
06263|PO BOX|Rogers|CT|Windham County|CT-Windham County
06264|STANDARD|Scotland|CT|Windham County|CT-Windham County
06265|PO BOX|South Willington|CT|Tolland County|CT-Tolland County
06266|STANDARD|South Windham|CT|Windham County|CT-Windham County
06267|PO BOX|South Woodstock|CT|Windham County|CT-Windham County
06268|STANDARD|Storrs Mansfield|CT|Tolland County|CT-Tolland County
06269|UNIQUE|Storrs Mansfield|CT|Tolland County|CT-Tolland County
06277|STANDARD|Thompson|CT|Windham County|CT-Windham County
06278|STANDARD|Ashford|CT|Windham County|CT-Windham County
06279|STANDARD|Willington|CT|Tolland County|CT-Tolland County
06280|STANDARD|Windham|CT|Windham County|CT-Windham County
06281|STANDARD|Woodstock|CT|Windham County|CT-Windham County
06282|STANDARD|Woodstock Valley|CT|Windham County|CT-Windham County
06320|STANDARD|New London|CT|New London County|CT-New London County
06330|STANDARD|Baltic|CT|New London County|CT-New London County
06331|STANDARD|Canterbury|CT|Windham County|CT-Windham County
06332|PO BOX|Central Village|CT|Windham County|CT-Windham County
06333|STANDARD|East Lyme|CT|New London County|CT-New London County
06334|PO BOX|Bozrah|CT|New London County|CT-New London County
06335|STANDARD|Gales Ferry|CT|New London County|CT-New London County
06336|STANDARD|Gilman|CT|New London County|CT-New London County
06338|PO BOX|Mashantucket|CT|New London County|CT-New London County
06339|STANDARD|Ledyard|CT|New London County|CT-New London County
06340|STANDARD|Groton|CT|New London County|CT-New London County
06349|PO BOX|Groton|CT|New London County|CT-New London County
06350|PO BOX|Hanover|CT|New London County|CT-New London County
06351|STANDARD|Jewett City|CT|New London County|CT-New London County
06353|STANDARD|Montville|CT|New London County|CT-New London County
06354|STANDARD|Moosup|CT|Windham County|CT-Windham County
06355|STANDARD|Mystic|CT|New London County|CT-New London County
06357|STANDARD|Niantic|CT|New London County|CT-New London County
06359|STANDARD|North Stonington|CT|New London County|CT-New London County
06360|STANDARD|Norwich|CT|New London County|CT-New London County
06365|STANDARD|Preston|CT|New London County|CT-New London County
06370|STANDARD|Oakdale|CT|New London County|CT-New London County
06371|STANDARD|Old Lyme|CT|New London County|CT-New London County
06372|PO BOX|Old Mystic|CT|New London County|CT-New London County
06373|PO BOX|Oneco|CT|Windham County|CT-Windham County
06374|STANDARD|Plainfield|CT|Windham County|CT-Windham County
06375|STANDARD|Quaker Hill|CT|New London County|CT-New London County
06376|PO BOX|South Lyme|CT|New London County|CT-New London County
06377|STANDARD|Sterling|CT|Windham County|CT-Windham County
06378|STANDARD|Stonington|CT|New London County|CT-New London County
06379|STANDARD|Pawcatuck|CT|New London County|CT-New London County
06380|STANDARD|Taftville|CT|New London County|CT-New London County
06382|STANDARD|Uncasville|CT|New London County|CT-New London County
06383|PO BOX|Versailles|CT|New London County|CT-New London County
06384|STANDARD|Voluntown|CT|New London County|CT-New London County
06385|STANDARD|Waterford|CT|New London County|CT-New London County
06386|UNIQUE|Waterford|CT|New London County|CT-New London County
06387|PO BOX|Wauregan|CT|Windham County|CT-Windham County
06388|PO BOX|West Mystic|CT|New London County|CT-New London County
06389|PO BOX|Yantic|CT|New London County|CT-New London County
06390|PO BOX|Fishers Island|NY|Suffolk County|NY-Suffolk County
06401|STANDARD|Ansonia|CT|New Haven County|CT-New Haven County
06403|STANDARD|Beacon Falls|CT|New Haven County|CT-New Haven County
06404|PO BOX|Botsford|CT|Fairfield County|CT-Fairfield County
06405|STANDARD|Branford|CT|New Haven County|CT-New Haven County
06408|UNIQUE|Cheshire|CT|New Haven County|CT-New Haven County
06409|STANDARD|Centerbrook|CT|Middlesex County|CT-Middlesex County
06410|STANDARD|Cheshire|CT|New Haven County|CT-New Haven County
06411|UNIQUE|Cheshire|CT|New Haven County|CT-New Haven County
06412|STANDARD|Chester|CT|Middlesex County|CT-Middlesex County
06413|STANDARD|Clinton|CT|Middlesex County|CT-Middlesex County
06414|PO BOX|Cobalt|CT|Middlesex County|CT-Middlesex County
06415|STANDARD|Colchester|CT|New London County|CT-New London County
06416|STANDARD|Cromwell|CT|Middlesex County|CT-Middlesex County
06417|STANDARD|Deep River|CT|Middlesex County|CT-Middlesex County
06418|STANDARD|Derby|CT|New Haven County|CT-New Haven County
06419|STANDARD|Killingworth|CT|Middlesex County|CT-Middlesex County
06420|STANDARD|Salem|CT|New London County|CT-New London County
06422|STANDARD|Durham|CT|Middlesex County|CT-Middlesex County
06423|STANDARD|East Haddam|CT|Middlesex County|CT-Middlesex County
06424|STANDARD|East Hampton|CT|Middlesex County|CT-Middlesex County
06426|STANDARD|Essex|CT|Middlesex County|CT-Middlesex County
06437|STANDARD|Guilford|CT|New Haven County|CT-New Haven County
06438|STANDARD|Haddam|CT|Middlesex County|CT-Middlesex County
06439|PO BOX|Hadlyme|CT|New London County|CT-New London County
06440|PO BOX|Hawleyville|CT|Fairfield County|CT-Fairfield County
06441|STANDARD|Higganum|CT|Middlesex County|CT-Middlesex County
06442|STANDARD|Ivoryton|CT|Middlesex County|CT-Middlesex County
06443|STANDARD|Madison|CT|New Haven County|CT-New Haven County
06444|PO BOX|Marion|CT|Hartford County|CT-Hartford County
06447|STANDARD|Marlborough|CT|Hartford County|CT-Hartford County
06450|STANDARD|Meriden|CT|New Haven County|CT-New Haven County
06451|STANDARD|Meriden|CT|New Haven County|CT-New Haven County
06454|UNIQUE|Meriden|CT|New Haven County|CT-New Haven County
06455|STANDARD|Middlefield|CT|Middlesex County|CT-Middlesex County
06456|PO BOX|Middle Haddam|CT|Middlesex County|CT-Middlesex County
06457|STANDARD|Middletown|CT|Middlesex County|CT-Middlesex County
06459|UNIQUE|Middletown|CT|Middlesex County|CT-Middlesex County
06460|STANDARD|Milford|CT|New Haven County|CT-New Haven County
06461|STANDARD|Milford|CT|New Haven County|CT-New Haven County
06467|PO BOX|Milldale|CT|Hartford County|CT-Hartford County
06468|STANDARD|Monroe|CT|Fairfield County|CT-Fairfield County
06469|STANDARD|Moodus|CT|Middlesex County|CT-Middlesex County
06470|STANDARD|Newtown|CT|Fairfield County|CT-Fairfield County
06471|STANDARD|North Branford|CT|New Haven County|CT-New Haven County
06472|STANDARD|Northford|CT|New Haven County|CT-New Haven County
06473|STANDARD|North Haven|CT|New Haven County|CT-New Haven County
06474|PO BOX|North Westchester|CT|New London County|CT-New London County
06475|STANDARD|Old Saybrook|CT|Middlesex County|CT-Middlesex County
06477|STANDARD|Orange|CT|New Haven County|CT-New Haven County
06478|STANDARD|Oxford|CT|New Haven County|CT-New Haven County
06479|STANDARD|Plantsville|CT|Hartford County|CT-Hartford County
06480|STANDARD|Portland|CT|Middlesex County|CT-Middlesex County
06481|STANDARD|Rockfall|CT|Middlesex County|CT-Middlesex County
06482|STANDARD|Sandy Hook|CT|Fairfield County|CT-Fairfield County
06483|STANDARD|Seymour|CT|New Haven County|CT-New Haven County
06484|STANDARD|Shelton|CT|Fairfield County|CT-Fairfield County
06487|PO BOX|South Britain|CT|New Haven County|CT-New Haven County
06488|STANDARD|Southbury|CT|New Haven County|CT-New Haven County
06489|STANDARD|Southington|CT|Hartford County|CT-Hartford County
06491|PO BOX|Stevenson|CT|Fairfield County|CT-Fairfield County
06492|STANDARD|Wallingford|CT|New Haven County|CT-New Haven County
06493|UNIQUE|Wallingford|CT|New Haven County|CT-New Haven County
06494|UNIQUE|Wallingford|CT|New Haven County|CT-New Haven County
06495|UNIQUE|Wallingford|CT|New Haven County|CT-New Haven County
06497|STANDARD|Stratford|CT|Fairfield County|CT-Fairfield County
06498|STANDARD|Westbrook|CT|Middlesex County|CT-Middlesex County
06501|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06502|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06503|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06504|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06505|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06506|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06507|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06508|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06509|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06510|STANDARD|New Haven|CT|New Haven County|CT-New Haven County
06511|STANDARD|New Haven|CT|New Haven County|CT-New Haven County
06512|STANDARD|East Haven|CT|New Haven County|CT-New Haven County
06513|STANDARD|New Haven|CT|New Haven County|CT-New Haven County
06514|STANDARD|Hamden|CT|New Haven County|CT-New Haven County
06515|STANDARD|New Haven|CT|New Haven County|CT-New Haven County
06516|STANDARD|West Haven|CT|New Haven County|CT-New Haven County
06517|STANDARD|Hamden|CT|New Haven County|CT-New Haven County
06518|STANDARD|Hamden|CT|New Haven County|CT-New Haven County
06519|STANDARD|New Haven|CT|New Haven County|CT-New Haven County
06520|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06521|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06524|STANDARD|Bethany|CT|New Haven County|CT-New Haven County
06525|STANDARD|Woodbridge|CT|New Haven County|CT-New Haven County
06530|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06531|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06532|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06533|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06534|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06535|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06536|PO BOX|New Haven|CT|New Haven County|CT-New Haven County
06537|UNIQUE|New Haven|CT|New Haven County|CT-New Haven County
06538|UNIQUE|New Haven|CT|New Haven County|CT-New Haven County
06540|UNIQUE|New Haven|CT|New Haven County|CT-New Haven County
06601|PO BOX|Bridgeport|CT|Fairfield County|CT-Fairfield County
06602|PO BOX|Bridgeport|CT|Fairfield County|CT-Fairfield County
06604|STANDARD|Bridgeport|CT|Fairfield County|CT-Fairfield County
06605|STANDARD|Bridgeport|CT|Fairfield County|CT-Fairfield County
06606|STANDARD|Bridgeport|CT|Fairfield County|CT-Fairfield County
06607|STANDARD|Bridgeport|CT|Fairfield County|CT-Fairfield County
