State|ZCTACode|ZipCode|header1:float|header2:float|header3:float|header4:float|header5:float|header6:float|header7:float|header8:float|header9:float|header10:float
Pennsylvania|ZCTA 15925|15925|63|66.7|25.4|47.6|7.9|33.3|31.7|12.7|2.33|2.93
Pennsylvania|ZCTA 15926|15926|1163|66.7|21.1|53.7|8.6|33.3|29.2|14.5|2.3|2.81
Pennsylvania|ZCTA 15927|15927|459|68.8|30.9|49.2|13.9|31.2|25.7|13.1|2.55|3.06
Pennsylvania|ZCTA 15928|15928|886|66.4|18.8|59.1|4.7|33.6|30.6|21.9|2.16|2.68
Pennsylvania|ZCTA 15930|15930|111|66.7|23.4|53.2|8.1|33.3|30.6|11.7|2.17|2.69
Pennsylvania|ZCTA 15931|15931|3523|64.9|23.6|53.4|8|35.1|30.3|13.9|2.32|2.89
Pennsylvania|ZCTA 15934|15934|99|58.6|22.2|46.5|6.1|41.4|32.3|14.1|2.2|2.84
Pennsylvania|ZCTA 15935|15935|1084|73.2|25.1|61.2|7.7|26.8|23.2|10.3|2.41|2.84
Pennsylvania|ZCTA 15936|15936|671|67.7|25.6|55.9|6.3|32.3|29.5|15.1|2.41|2.98
Pennsylvania|ZCTA 15937|15937|317|67.8|23.7|49.2|12|32.2|28.4|15.1|2.32|2.85
Pennsylvania|ZCTA 15938|15938|1020|72.5|26.7|57.6|10.4|27.5|23.5|11.4|2.51|2.93
Pennsylvania|ZCTA 15940|15940|702|70.5|29.1|58.3|8.3|29.5|20.4|6.3|2.71|3.13
Pennsylvania|ZCTA 15942|15942|849|72.3|23.8|61.2|7.2|27.7|23.8|12.5|2.45|2.91
Pennsylvania|ZCTA 15943|15943|1668|66.3|23.8|48.9|12.4|33.7|29.2|16.1|2.36|2.9
Pennsylvania|ZCTA 15944|15944|1415|72.7|25|58.7|8.5|27.3|23|10.9|2.45|2.86
Pennsylvania|ZCTA 15945|15945|71|77.5|25.4|56.3|11.3|22.5|18.3|8.5|2.79|3.09
Pennsylvania|ZCTA 15946|15946|2923|67.4|24.8|52.1|10|32.6|28.1|14|2.4|2.93
Pennsylvania|ZCTA 15948|15948|213|70.4|35.7|49.8|12.7|29.6|24.9|11.3|2.58|3.03
Pennsylvania|ZCTA 15949|15949|277|70.8|27.4|51.3|14.4|29.2|25.3|11.9|2.43|2.86
Pennsylvania|ZCTA 15951|15951|214|57|18.7|45.8|8.4|43|36.4|22.4|2.12|2.79
Pennsylvania|ZCTA 15952|15952|590|73.7|27.8|56.6|12.4|26.3|23.9|10.5|2.39|2.81
Pennsylvania|ZCTA 15954|15954|1039|70.2|26.3|55.1|10.3|29.8|26.9|13.4|2.32|2.78
Pennsylvania|ZCTA 15955|15955|1027|72.5|27.4|56.6|10.5|27.5|25|13.4|2.46|2.9
Pennsylvania|ZCTA 15956|15956|1170|66.2|26.4|50.6|9.6|33.8|30.8|13.8|2.34|2.89
Pennsylvania|ZCTA 15957|15957|297|74.4|28.3|63.3|6.4|25.6|21.2|10.8|2.54|2.93
Pennsylvania|ZCTA 15958|15958|881|73.8|28.5|61.2|8.4|26.2|22.6|11.1|2.61|3.08
Pennsylvania|ZCTA 15960|15960|175|69.7|28|44|20|30.3|26.9|13.7|2.43|2.92
Pennsylvania|ZCTA 15961|15961|355|71.3|22.3|55.5|8.5|28.7|27.3|16.3|2.41|2.85
Pennsylvania|ZCTA 15962|15962|56|75|35.7|60.7|12.5|25|23.2|12.5|2.66|3.07
Pennsylvania|ZCTA 15963|15963|4852|65|23.4|50.7|9.9|35|31|16.1|2.26|2.82
Pennsylvania|ZCTA 16001|16001|17499|61|24.2|46.1|11.1|39|33.8|14.1|2.26|2.89
Pennsylvania|ZCTA 16002|16002|6029|74.9|29.6|62.6|8.1|25.1|21.3|9.1|2.57|2.98
Pennsylvania|ZCTA 16020|16020|426|73.9|30.3|62|6.6|26.1|21.1|8.5|2.69|3.14
Pennsylvania|ZCTA 16022|16022|136|75|34.6|64|6.6|25|22.1|8.1|2.71|3.14
Pennsylvania|ZCTA 16023|16023|1833|59.1|21.1|49.8|6.1|40.9|36.2|26.4|2.19|2.86
Pennsylvania|ZCTA 16024|16024|80|75|27.5|62.5|8.8|25|22.5|8.8|2.61|3.07
Pennsylvania|ZCTA 16025|16025|2119|73.7|28.9|61.9|7.1|26.3|21.8|9.8|2.57|2.99
Pennsylvania|ZCTA 16027|16027|110|77.3|40.9|60.9|9.1|22.7|16.4|3.6|2.78|3.11
Pennsylvania|ZCTA 16028|16028|856|61.9|20.7|48.1|8.1|38.1|34|15.5|2.2|2.78
Pennsylvania|ZCTA 16029|16029|303|66|29.4|48.2|12.9|34|29.4|12.5|2.33|2.83
Pennsylvania|ZCTA 16030|16030|134|64.9|29.9|50.7|9|35.1|29.9|14.2|2.36|2.91
Pennsylvania|ZCTA 16033|16033|2447|70.6|28.2|58.3|8.7|29.4|24.6|9.2|2.52|3.01
Pennsylvania|ZCTA 16034|16034|778|72|29.8|60.2|7.3|28|23.1|9.9|2.64|3.03
Pennsylvania|ZCTA 16035|16035|44|63.6|25|50|13.6|36.4|29.5|4.5|2.77|3.61
Pennsylvania|ZCTA 16036|16036|87|65.5|16.1|52.9|8|34.5|29.9|13.8|2.3|2.75
Pennsylvania|ZCTA 16037|16037|1739|74.9|29|64.5|6.4|25.1|20.4|8.1|2.58|2.99
Pennsylvania|ZCTA 16038|16038|1323|73.5|28.3|60.1|9.4|26.5|21.6|8.2|2.58|3.01
Pennsylvania|ZCTA 16040|16040|384|73.2|29.2|54.2|12.2|26.8|22.9|9.4|2.54|2.96
Pennsylvania|ZCTA 16041|16041|768|72.7|26|59.6|7.6|27.3|22.4|9.1|2.46|2.87
Pennsylvania|ZCTA 16045|16045|528|56.4|26.1|33.9|15.9|43.6|34.8|11.4|2.26|2.95
Pennsylvania|ZCTA 16046|16046|5506|70.8|37.2|61.6|6.5|29.2|24.3|7.7|2.56|3.1
Pennsylvania|ZCTA 16048|16048|49|79.6|28.6|65.3|6.1|20.4|12.2|4.1|2.84|3
Pennsylvania|ZCTA 16049|16049|1328|70.9|26.2|56.6|9.4|29.1|24.8|12.2|2.44|2.9
Pennsylvania|ZCTA 16050|16050|587|72.2|29.8|60.1|7.3|27.8|21.1|9.5|2.63|3.07
Pennsylvania|ZCTA 16051|16051|1268|70.1|25.7|57.2|9.1|29.9|24.9|10.1|2.4|2.86
Pennsylvania|ZCTA 16052|16052|986|74.7|27.9|61.6|7.8|25.3|21|8.7|2.48|2.87
Pennsylvania|ZCTA 16053|16053|1626|73.6|26.8|64.2|6.3|26.4|22|9.2|2.47|2.89
Pennsylvania|ZCTA 16054|16054|209|64.1|26.3|47.4|11|35.9|28.2|11|2.38|2.96
Pennsylvania|ZCTA 16055|16055|3268|75.7|30.2|64.4|7.6|24.3|20.7|10.5|2.57|2.97
Pennsylvania|ZCTA 16056|16056|2050|64.9|25.4|51|9.7|35.1|29.7|15.3|2.3|2.86
Pennsylvania|ZCTA 16057|16057|4627|53.2|20.8|42.7|6.6|46.8|28.4|7|2.37|2.94
Pennsylvania|ZCTA 16059|16059|3125|72.1|26.9|61.8|7.1|27.9|23|11.2|2.46|2.92
Pennsylvania|ZCTA 16061|16061|1085|75.8|29.1|61|9.3|24.2|20.5|7.6|2.54|2.9
Pennsylvania|ZCTA 16063|16063|3058|59.3|20.6|48.4|8|40.7|35.8|19.1|2.14|2.79
Pennsylvania|ZCTA 16066|16066|10236|75.3|39.1|66.2|6.5|24.7|20.2|6.6|2.72|3.18
Pennsylvania|ZCTA 16101|16101|13947|64.6|25.3|44|15.4|35.4|31|14.3|2.38|2.96
Pennsylvania|ZCTA 16102|16102|2331|69.4|25.4|50.6|12.5|30.6|26.8|13.3|2.47|2.96
Pennsylvania|ZCTA 16105|16105|6666|67.1|23.6|54.7|8.9|32.9|29.3|16|2.32|2.86
Pennsylvania|ZCTA 16110|16110|133|70.7|21.1|57.1|9|29.3|27.8|11.3|2.36|2.8
Pennsylvania|ZCTA 16111|16111|448|78.8|36.4|65.8|6.3|21.2|17.2|8.7|3.15|3.56
Pennsylvania|ZCTA 16112|16112|647|71.4|28.7|52.4|13.3|28.6|25.3|10.8|2.43|2.87
Pennsylvania|ZCTA 16113|16113|172|82|25|69.2|9.9|18|15.1|6.4|2.6|2.86
Pennsylvania|ZCTA 16114|16114|224|74.6|32.6|61.6|7.6|25.4|21.9|8|2.71|3.15
Pennsylvania|ZCTA 16115|16115|1302|74.5|25.4|60.1|9.5|25.5|21.5|8.2|2.52|2.91
Pennsylvania|ZCTA 16116|16116|1281|69.5|24.7|52.2|11.9|30.5|25.8|11.1|2.38|2.85
Pennsylvania|ZCTA 16117|16117|7249|65.8|25.3|49.7|11.6|34.2|29.7|14.2|2.37|2.93
Pennsylvania|ZCTA 16120|16120|923|76.3|27.5|61.6|9.1|23.7|20.4|8.1|2.67|3.07
Pennsylvania|ZCTA 16121|16121|2113|60.2|25.2|30.7|23.6|39.8|36.1|16.6|2.26|2.92
Pennsylvania|ZCTA 16123|16123|882|73.7|26.5|63.6|5.6|26.3|22|6.9|2.54|2.98
Pennsylvania|ZCTA 16124|16124|820|73.4|30.1|59.9|8.8|26.6|23|7.9|2.68|3.18
Pennsylvania|ZCTA 16125|16125|7206|66.5|24.6|51.2|10.6|33.5|28.7|14.9|2.35|2.86
Pennsylvania|ZCTA 16127|16127|5460|66.5|26.3|53.6|8.9|33.5|29|14.1|2.39|2.94
Pennsylvania|ZCTA 16130|16130|837|70.4|21.9|56.8|8.2|29.6|24.4|11.8|2.42|2.85
Pennsylvania|ZCTA 16131|16131|338|71|29.6|60.9|5.3|29|22.5|8.3|2.76|3.28
Pennsylvania|ZCTA 16132|16132|155|69.7|18.7|40|20.6|30.3|29|18.1|2.29|2.72
Pennsylvania|ZCTA 16133|16133|591|75.5|28.6|64.3|6.1|24.5|17.6|8|2.66|3.02
Pennsylvania|ZCTA 16134|16134|1638|69.9|21.7|56.9|8.1|30.1|24.6|11.4|2.36|2.79
Pennsylvania|ZCTA 16136|16136|365|56.7|21.1|37.8|14.8|43.3|37.8|21.1|2.19|2.87
Pennsylvania|ZCTA 16137|16137|4655|69.3|25|55.5|9.4|30.7|26.1|11.3|2.42|2.91
Pennsylvania|ZCTA 16140|16140|59|50.8|25.4|40.7|6.8|49.2|45.8|18.6|2.08|2.9
Pennsylvania|ZCTA 16141|16141|767|66.2|22.8|49.8|10.3|33.8|28.3|12|2.34|2.82
Pennsylvania|ZCTA 16142|16142|2120|72.6|30.4|62.7|7.6|27.4|23.8|10.8|2.74|3.29
Pennsylvania|ZCTA 16143|16143|1194|73.1|25.5|58.1|10.8|26.9|23.5|10|2.43|2.83
Pennsylvania|ZCTA 16145|16145|1130|71.6|26.9|57.3|8.7|28.4|24|11.2|2.41|2.84
Pennsylvania|ZCTA 16146|16146|6036|57.5|25.2|33.3|18.7|42.5|37.2|15|2.29|3
Pennsylvania|ZCTA 16148|16148|7528|63.3|22.7|49.5|10.5|36.7|33.2|18.5|2.22|2.81
Pennsylvania|ZCTA 16150|16150|3110|68.1|27.9|51.2|12.4|31.9|27.4|12.5|2.39|2.89
Pennsylvania|ZCTA 16153|16153|1069|71.1|26.4|57.6|9.8|28.9|24.7|12.7|2.45|2.9
Pennsylvania|ZCTA 16154|16154|1017|73.3|26.5|59.6|8.2|26.7|21.8|9.4|2.45|2.83
Pennsylvania|ZCTA 16155|16155|41|26.8|0|22|4.9|73.2|70.7|58.5|1.34|2.18
Pennsylvania|ZCTA 16156|16156|1222|76.4|30.7|62.8|10|23.6|19.8|8|2.72|3.14
Pennsylvania|ZCTA 16157|16157|1442|69.5|23.9|55.2|9.7|30.5|25.7|12.7|2.41|2.87
Pennsylvania|ZCTA 16159|16159|1945|71.2|24.7|55.5|10.4|28.8|25|10.4|2.42|2.85
Pennsylvania|ZCTA 16160|16160|398|61.6|16.8|45.7|11.1|38.4|31.7|13.6|2.17|2.73
Pennsylvania|ZCTA 16161|16161|322|51.6|18.3|32.6|15.8|48.4|41.9|23.3|2|2.7
Pennsylvania|ZCTA 16201|16201|7654|64.5|23.2|50.5|9.6|35.5|30.2|14.2|2.33|2.86
Pennsylvania|ZCTA 16210|16210|399|73.4|26.8|62.4|6.5|26.6|22.1|11.8|2.54|2.95
Pennsylvania|ZCTA 16211|16211|42|73.8|19|66.7|4.8|26.2|26.2|14.3|2.48|2.9
Pennsylvania|ZCTA 16212|16212|151|64.2|18.5|49.7|9.3|35.8|28.5|13.2|2.25|2.79
Pennsylvania|ZCTA 16213|16213|90|54.4|24.4|43.3|5.6|45.6|42.2|21.1|2.27|3.18
Pennsylvania|ZCTA 16214|16214|3921|44|17.7|31.8|8.6|56|35|10.5|2.2|2.78
Pennsylvania|ZCTA 16217|16217|49|63.3|14.3|51|8.2|36.7|34.7|14.3|2.06|2.65
Pennsylvania|ZCTA 16218|16218|438|71.7|25.1|58.7|10.3|28.3|21.7|10.3|2.57|3
Pennsylvania|ZCTA 16222|16222|955|72.8|26.6|61.5|7.5|27.2|22.8|13.2|2.65|3.12
Pennsylvania|ZCTA 16223|16223|62|69.4|27.4|61.3|4.8|30.6|29|17.7|2.48|3.02
Pennsylvania|ZCTA 16224|16224|485|70.9|28.2|56.9|8.2|29.1|24.5|12.4|2.44|2.88
Pennsylvania|ZCTA 16226|16226|3654|63|23.4|47|10.6|37|32.6|16.6|2.26|2.84
Pennsylvania|ZCTA 16228|16228|168|66.1|22.6|53.6|8.3|33.9|29.8|15.5|2.21|2.71
Pennsylvania|ZCTA 16229|16229|2034|70.5|28.7|56.6|9.4|29.5|25.7|11.3|2.46|2.94
Pennsylvania|ZCTA 16230|16230|185|78.9|33|62.7|11.9|21.1|17.8|8.6|2.67|2.97
Pennsylvania|ZCTA 16232|16232|1773|66.4|26.1|54.3|8.2|33.6|27.6|12.6|2.41|2.93
Pennsylvania|ZCTA 16233|16233|511|71.8|26.8|60.9|7.6|28.2|22.9|7.4|2.44|2.85
Pennsylvania|ZCTA 16235|16235|500|73.6|25.8|64.2|6|26.4|22.2|11.2|2.51|2.94
Pennsylvania|ZCTA 16236|16236|116|64.7|24.1|42.2|13.8|35.3|31.9|12.1|2.26|2.77
Pennsylvania|ZCTA 16238|16238|167|65.9|30.5|52.1|7.2|34.1|28.7|9|2.46|3.06
Pennsylvania|ZCTA 16239|16239|805|57.8|16.8|47|6.7|42.2|37.9|17.1|2.08|2.69
Pennsylvania|ZCTA 16240|16240|639|73.2|25.2|57.6|9.2|26.8|22.8|10|2.39|2.77
Pennsylvania|ZCTA 16242|16242|1950|68.1|26.5|56.7|6.9|31.9|28.2|16.2|2.41|2.95
Pennsylvania|ZCTA 16244|16244|101|77.2|34.7|54.5|14.9|22.8|20.8|14.9|2.62|2.88
Pennsylvania|ZCTA 16245|16245|89|65.2|22.5|49.4|10.1|34.8|28.1|14.6|2.33|2.83
Pennsylvania|ZCTA 16246|16246|100|82|34|65|6|18|17|7|2.52|2.73
Pennsylvania|ZCTA 16248|16248|1287|67.9|26.4|50.7|12.4|32.1|26.7|12.9|2.43|2.9
Pennsylvania|ZCTA 16249|16249|843|70.2|28.4|56.1|9|29.8|24.2|11.3|2.48|2.92
Pennsylvania|ZCTA 16250|16250|123|69.9|26.8|53.7|8.1|30.1|23.6|7.3|2.56|2.99
Pennsylvania|ZCTA 16254|16254|1413|65.3|21.3|53.7|7.7|34.7|28|11.8|2.31|2.82
Pennsylvania|ZCTA 16255|16255|741|70.9|26|58.4|8|29.1|24.2|13.5|2.49|2.96
Pennsylvania|ZCTA 16256|16256|543|83.6|46.4|77.3|3.7|16.4|15.5|9.2|3.83|4.34
Pennsylvania|ZCTA 16258|16258|822|64.6|26.2|46.7|12.3|35.4|27.4|10.1|2.27|2.75
Pennsylvania|ZCTA 16259|16259|773|73.1|26|60.8|7|26.9|23.4|12.8|2.5|2.92
Pennsylvania|ZCTA 16260|16260|124|71.8|25.8|58.9|7.3|28.2|22.6|6.5|2.39|2.84
Pennsylvania|ZCTA 16262|16262|1179|70.5|24.5|58.8|8.6|29.5|23.6|11|2.45|2.87
Pennsylvania|ZCTA 16263|16263|125|63.2|31.2|46.4|11.2|36.8|29.6|15.2|2.54|3.2
Pennsylvania|ZCTA 16301|16301|6767|64.3|26.1|46|13|35.7|30.1|12.7|2.35|2.88
Pennsylvania|ZCTA 16311|16311|237|66.2|27.8|52.3|7.6|33.8|26.6|9.3|2.38|2.87
Pennsylvania|ZCTA 16313|16313|795|66.8|23.8|49.2|10.6|33.2|28.7|13|2.32|2.8
Pennsylvania|ZCTA 16314|16314|2128|74.4|28|63.2|6.6|25.6|21.1|9.2|2.58|2.97
Pennsylvania|ZCTA 16316|16316|2484|61.8|20.5|48.6|8.8|38.2|32.3|12.6|2.19|2.74
Pennsylvania|ZCTA 16317|16317|594|72.7|25.8|61.8|7.6|27.3|22.6|8.8|2.45|2.85
Pennsylvania|ZCTA 16319|16319|532|75|26.7|63.5|7.3|25|21.1|10|2.55|2.94
Pennsylvania|ZCTA 16322|16322|72|56.9|18.1|45.8|5.6|43.1|40.3|19.4|2.19|2.98
Pennsylvania|ZCTA 16323|16323|6843|65.9|25|48.7|12|34.1|29.7|13.4|2.31|2.82
Pennsylvania|ZCTA 16326|16326|147|75.5|32.7|57.8|7.5|24.5|21.1|12.2|2.66|3.06
Pennsylvania|ZCTA 16327|16327|1111|74.9|28.6|62.1|7.7|25.1|20.3|9.7|2.63|3.03
Pennsylvania|ZCTA 16329|16329|229|70.3|22.7|57.6|10|29.7|24.9|10.9|2.31|2.73
Pennsylvania|ZCTA 16333|16333|105|68.6|21.9|53.3|9.5|31.4|24.8|10.5|2.29|2.67
Pennsylvania|ZCTA 16334|16334|134|74.6|27.6|66.4|3.7|25.4|18.7|12.7|2.52|2.91
Pennsylvania|ZCTA 16335|16335|11812|60.6|24.7|44.6|11.6|39.4|32.5|13.1|2.26|2.82
Pennsylvania|ZCTA 16340|16340|843|69.8|22.2|57.7|6.9|30.2|24.7|10.2|2.36|2.8
Pennsylvania|ZCTA 16341|16341|822|72.3|25.5|58.5|9.1|27.7|23.2|12.5|2.47|2.88
Pennsylvania|ZCTA 16342|16342|828|68.5|24|55.4|7.5|31.5|26.6|9.7|2.36|2.82
Pennsylvania|ZCTA 16343|16343|195|65.1|22.1|49.7|8.7|34.9|29.2|9.2|2.3|2.8
Pennsylvania|ZCTA 16344|16344|203|70.4|28.1|47.8|13.3|29.6|24.1|10.8|2.58|3.02
Pennsylvania|ZCTA 16345|16345|1494|74.6|23.6|65.6|5.8|25.4|21.1|10.6|2.37|2.73
Pennsylvania|ZCTA 16346|16346|1418|67.8|26.2|51|11.8|32.2|26.9|12.8|2.29|2.73
Pennsylvania|ZCTA 16347|16347|985|64.3|23.5|48.5|8.4|35.7|30.4|15.4|2.27|2.78
Pennsylvania|ZCTA 16350|16350|971|71.7|30.1|58.6|7.2|28.3|23|10.2|2.82|3.36
Pennsylvania|ZCTA 16351|16351|806|61|19.7|47.5|8.2|39|35.2|16.1|2.13|2.68
Pennsylvania|ZCTA 16352|16352|110|65.5|19.1|51.8|7.3|34.5|30|14.5|2.23|2.74
Pennsylvania|ZCTA 16353|16353|1526|63.2|18.7|53.7|6.2|36.8|32.8|15.1|2.19|2.77
Pennsylvania|ZCTA 16354|16354|4645|65.4|24.8|49.4|10.9|34.6|29.4|15|2.36|2.89
Pennsylvania|ZCTA 16360|16360|531|74|28.8|57.8|9.2|26|21.5|8.7|2.6|3.02
Pennsylvania|ZCTA 16362|16362|438|74.4|24.9|59.1|8.7|25.6|19.4|5.5|2.52|2.83
Pennsylvania|ZCTA 16364|16364|503|75.9|29.6|65.4|6.8|24.1|20.9|10.1|2.68|3.09
Pennsylvania|ZCTA 16365|16365|8219|59.4|22.5|45.8|9.2|40.6|34.5|14.4|2.19|2.79
Pennsylvania|ZCTA 16370|16370|167|64.7|12.6|56.9|4.8|35.3|30.5|13.8|2.14|2.64
Pennsylvania|ZCTA 16371|16371|1367|63.3|23.8|48.6|10.5|36.7|31.4|16.5|2.24|2.78
Pennsylvania|ZCTA 16372|16372|218|60.6|25.7|47.7|8.7|39.4|32.1|11.5|2.29|2.88
Pennsylvania|ZCTA 16373|16373|1401|69.5|25.5|55.9|9.3|30.5|25.6|12.1|2.44|2.91
Pennsylvania|ZCTA 16374|16374|824|70.6|21.1|57.8|7.5|29.4|25.2|10.9|2.39|2.84
Pennsylvania|ZCTA 16401|16401|1743|68.9|27|53.4|10.7|31.1|25.5|11.6|2.52|3.01
Pennsylvania|ZCTA 16402|16402|353|73.7|28.9|61.2|7.6|26.3|22.4|10.5|2.71|3.15
Pennsylvania|ZCTA 16403|16403|2304|69.4|29.7|56.5|8.1|30.6|23.7|9.5|2.57|3.06
Pennsylvania|ZCTA 16404|16404|1193|73.7|29.1|61|7.8|26.3|22|8.4|2.74|3.22
Pennsylvania|ZCTA 16405|16405|340|74.1|29.4|62.9|6.2|25.9|18.2|8.8|2.71|3.1
Pennsylvania|ZCTA 16406|16406|1299|71.5|27.9|57.4|8.4|28.5|24.4|11.9|2.58|3.05
Pennsylvania|ZCTA 16407|16407|4447|68.5|29.6|49.7|12.8|31.5|26|12.4|2.51|2.99
Pennsylvania|ZCTA 16410|16410|670|77.6|31.6|62.8|9|22.4|17.5|6.3|2.77|3.12
Pennsylvania|ZCTA 16411|16411|568|72.9|28.2|55.8|9.3|27.1|21.5|10|2.6|2.99
Pennsylvania|ZCTA 16412|16412|4346|57.7|23|45.7|8.1|42.3|25.5|6.7|2.39|2.89
Pennsylvania|ZCTA 16415|16415|3236|76.9|33.3|65.3|8|23.1|20|9.2|2.63|3.03
Pennsylvania|ZCTA 16416|16416|83|65.1|32.5|39.8|21.7|34.9|32.5|7.2|2.45|2.98
Pennsylvania|ZCTA 16417|16417|3354|70.6|29.2|54.4|11.2|29.4|24.4|10.3|2.48|2.94
Pennsylvania|ZCTA 16420|16420|261|65.9|21.5|55.2|8.8|34.1|27.2|11.1|2.49|3.05
Pennsylvania|ZCTA 16421|16421|981|68.3|23.8|55|8.8|31.7|27.7|14.8|2.46|3.01
Pennsylvania|ZCTA 16422|16422|161|66.5|29.8|46.6|14.3|33.5|24.2|9.3|2.49|2.93
Pennsylvania|ZCTA 16423|16423|1723|71.3|32.3|52.1|14.2|28.7|23.9|9.1|2.58|3.05
Pennsylvania|ZCTA 16424|16424|2041|64.5|21.3|50.4|8.6|35.5|29.8|14.2|2.29|2.82
Pennsylvania|ZCTA 16426|16426|1454|74.5|28.5|59.1|10.5|25.5|20.2|6.8|2.57|2.93
Pennsylvania|ZCTA 16427|16427|72|72.2|38.9|52.8|12.5|27.8|25|13.9|2.68|3.17
Pennsylvania|ZCTA 16428|16428|4872|70.2|29.1|54.5|11.1|29.8|25.5|10.9|2.52|3
Pennsylvania|ZCTA 16433|16433|1968|73.6|31|60.2|8.5|26.4|22.3|8.8|2.55|2.97
Pennsylvania|ZCTA 16434|16434|885|78.9|38.8|66.6|6.8|21.1|17.3|7.6|3.36|3.84
Pennsylvania|ZCTA 16435|16435|785|73.4|31.2|55.8|11.5|26.6|21.1|7.9|2.69|3.07
Pennsylvania|ZCTA 16436|16436|297|71|25.6|60.3|7.1|29|25.3|9.8|2.55|2.98
Pennsylvania|ZCTA 16438|16438|3090|71.7|30|55|10.5|28.3|23.3|10|2.61|3.06
Pennsylvania|ZCTA 16440|16440|360|72.2|26.9|55.3|11.1|27.8|21.7|8.3|2.48|2.89
Pennsylvania|ZCTA 16441|16441|3804|76.2|30.7|62.4|9.4|23.8|19.3|7.9|2.66|3.03
Pennsylvania|ZCTA 16442|16442|1059|80.7|31.3|66.9|7.6|19.3|14.9|5.2|2.79|3.07
Pennsylvania|ZCTA 16443|16443|547|70.2|32.7|53.7|9.3|29.8|23.9|9.7|2.61|3.04
Pennsylvania|ZCTA 16444|16444|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0
Pennsylvania|ZCTA 16501|16501|1389|11.2|4.1|4.9|4.8|88.8|79.9|31.5|1.29|2.44
Pennsylvania|ZCTA 16502|16502|7087|50|26.1|23.9|19.2|50|38|9.4|2.31|3.11
Pennsylvania|ZCTA 16503|16503|5884|61.9|35.4|23.3|29.8|38.1|30.7|7.3|2.71|3.41
Pennsylvania|ZCTA 16504|16504|6802|57.6|24.2|37.9|14.5|42.4|30.5|14.1|2.42|3.03
Pennsylvania|ZCTA 16505|16505|7808|58.9|23.2|44.4|10.5|41.1|35.7|17.1|2.19|2.85
Pennsylvania|ZCTA 16506|16506|9911|65.6|27.7|52|9.5|34.4|28.9|12.9|2.36|2.93
Pennsylvania|ZCTA 16507|16507|4158|47.4|24.5|19.5|22.3|52.6|40.1|8.9|2.31|3.16
Pennsylvania|ZCTA 16508|16508|6852|60.5|27.3|40|15.1|39.5|32.5|11|2.31|2.93
Pennsylvania|ZCTA 16509|16509|11539|62.5|23.4|49.8|9|37.5|31.3|13.1|2.29|2.89
Pennsylvania|ZCTA 16510|16510|9792|72|29.2|53|13.9|28|22.5|8.4|2.61|3.06
Pennsylvania|ZCTA 16511|16511|4649|67.2|28.3|47.8|15.1|32.8|27.8|13.4|2.39|2.91
Pennsylvania|ZCTA 16546|16546|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0
Pennsylvania|ZCTA 16563|16563|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0
Pennsylvania|ZCTA 16601|16601|13703|61|24.8|43.4|12.5|39|30.4|12.5|2.39|2.92
Pennsylvania|ZCTA 16602|16602|12538|62.1|25|42.1|14.8|37.9|31.7|14.2|2.31|2.89
Pennsylvania|ZCTA 16611|16611|983|72|26.3|58.9|8.3|28|22.9|9.8|2.45|2.87
Pennsylvania|ZCTA 16613|16613|593|73.9|27|62.2|6.9|26.1|22.8|10.3|2.59|3.07
Pennsylvania|ZCTA 16616|16616|49|67.3|18.4|51|8.2|32.7|26.5|16.3|2.37|2.88
Pennsylvania|ZCTA 16617|16617|1171|67|27.2|50.8|11.9|33|28.8|14.7|2.4|2.95
Pennsylvania|ZCTA 16619|16619|147|65.3|25.9|46.9|8.8|34.7|30.6|15.6|2.36|2.91
Pennsylvania|ZCTA 16620|16620|174|64.9|26.4|54.6|7.5|35.1|25.9|14.4|2.38|2.92
Pennsylvania|ZCTA 16621|16621|282|74.5|27|59.2|10.3|25.5|22|13.1|2.61|3.03
Pennsylvania|ZCTA 16622|16622|74|70.3|25.7|59.5|6.8|29.7|27|18.9|2.36|2.9
Pennsylvania|ZCTA 16623|16623|223|73.5|25.6|66.4|4.9|26.5|22|11.7|2.54|3.01
Pennsylvania|ZCTA 16624|16624|85|65.9|23.5|50.6|9.4|34.1|27.1|9.4|2.4|2.91
Pennsylvania|ZCTA 16625|16625|1567|69.6|29.7|50.9|12.6|30.4|25.7|10.8|2.46|2.92
Pennsylvania|ZCTA 16627|16627|950|68.7|24.9|53.6|9.4|31.3|27.3|13.4|2.4|2.89
Pennsylvania|ZCTA 16630|16630|2036|60.4|24.5|44|11.6|39.6|32|13.9|2.29|2.92
Pennsylvania|ZCTA 16633|16633|75|77.3|36|54.7|12|22.7|18.7|9.3|2.67|2.79
Pennsylvania|ZCTA 16634|16634|126|66.7|23|56.3|4.8|33.3|29.4|15.1|2.4|2.98
Pennsylvania|ZCTA 16635|16635|4704|67.9|26.8|54.6|9.2|32.1|27.4|13.5|2.38|2.9
Pennsylvania|ZCTA 16636|16636|308|70.5|21.8|59.1|7.5|29.5|26|12|2.41|2.9
Pennsylvania|ZCTA 16637|16637|1193|67.4|25.7|50.2|11.9|32.6|27.7|11.5|2.41|2.9
Pennsylvania|ZCTA 16639|16639|597|70.4|22.6|54.4|10.9|29.6|21.8|8.9|2.47|2.84
