State|ZCTACode|ZipCode|header1:float|header2:float|header3:float|header4:float|header5:float|header6:float|header7:float|header8:float|header9:float|header10:float
Illinois|ZCTA 62027|62027|231|65.4|24.2|52.8|6.1|34.6|29.4|13.9|2.32|2.82
Illinois|ZCTA 62028|62028|342|68.7|26.9|57.9|7.6|31.3|27.8|10.2|2.35|2.86
Illinois|ZCTA 62030|62030|44|77.3|20.5|45.5|15.9|22.7|15.9|6.8|2.59|2.88
Illinois|ZCTA 62031|62031|388|73.5|25|61.6|7.2|26.5|22.7|9.5|2.5|2.88
Illinois|ZCTA 62032|62032|303|70.6|24.8|60.7|5.6|29.4|25.4|11.2|2.47|2.97
Illinois|ZCTA 62033|62033|1988|68|27.5|51.6|11.2|32|27.5|12.6|2.42|2.92
Illinois|ZCTA 62034|62034|5513|66.4|30.3|54.7|8.5|33.6|24.8|11.5|2.48|3.01
Illinois|ZCTA 62035|62035|6630|69.8|25.9|56.8|8.9|30.2|25.4|13|2.42|2.88
Illinois|ZCTA 62036|62036|295|71.9|25.4|64.4|5.4|28.1|24.7|15.6|2.39|2.86
Illinois|ZCTA 62037|62037|806|73|26.9|60.9|7.2|27|22.6|7.9|2.45|2.86
Illinois|ZCTA 62040|62040|17669|65.6|26.8|44.8|14.8|34.4|28.3|11.6|2.46|2.99
Illinois|ZCTA 62044|62044|799|72.2|30.3|57.4|9.6|27.8|24.7|12.9|2.51|2.94
Illinois|ZCTA 62045|62045|262|74|26.7|64.1|6.9|26|24|11.5|2.47|2.89
Illinois|ZCTA 62046|62046|284|73.9|37.7|60.9|9.2|26.1|23.9|9.9|2.51|2.94
Illinois|ZCTA 62047|62047|610|68.5|28.7|54.9|9.8|31.5|27.4|13.4|2.42|2.94
Illinois|ZCTA 62048|62048|631|61.5|23|43.1|11.9|38.5|32.6|12.8|2.31|2.91
Illinois|ZCTA 62049|62049|2711|67.5|27.3|52.6|10.8|32.5|28.1|14.1|2.34|2.85
Illinois|ZCTA 62050|62050|183|73.8|27.9|63.4|4.9|26.2|23.5|8.2|2.58|2.99
Illinois|ZCTA 62051|62051|369|71.8|24.1|55.6|11.1|28.2|23|9.8|2.57|2.91
Illinois|ZCTA 62052|62052|5136|67.8|29.2|52.3|11.2|32.2|27.5|12.9|2.46|2.99
Illinois|ZCTA 62053|62053|301|63.1|21.3|50.5|10.3|36.9|34.9|14.3|2.16|2.71
Illinois|ZCTA 62054|62054|328|74.7|29.6|60.1|6.7|25.3|20.1|7|2.66|3.02
Illinois|ZCTA 62056|62056|3634|66|26.9|49.4|11.7|34|29.1|15.7|2.39|2.91
Illinois|ZCTA 62058|62058|367|61.3|25.1|46.6|10.4|38.7|30.2|12.8|2.3|2.84
Illinois|ZCTA 62059|62059|299|63.9|33.8|11.7|48.2|36.1|34.1|11|2.49|3.21
Illinois|ZCTA 62060|62060|1977|59.1|27|22.4|30.1|40.9|34.6|13.1|2.43|3.15
Illinois|ZCTA 62061|62061|670|71.5|30.3|60.7|6.4|28.5|24.6|10.1|2.56|3.08
Illinois|ZCTA 62062|62062|3058|69|29.9|60.3|5.7|31|25|9.2|2.46|2.96
Illinois|ZCTA 62063|62063|448|75.4|29|62.9|8|24.6|20.3|7.8|2.71|3.09
Illinois|ZCTA 62067|62067|964|73.5|28.2|60|9.4|26.5|22.3|9|2.49|2.89
Illinois|ZCTA 62069|62069|1391|67.6|25.7|50.5|11.5|32.4|27.2|12.4|2.38|2.85
Illinois|ZCTA 62074|62074|435|72.9|26.4|60.9|7.6|27.1|22.5|10.8|2.5|2.92
Illinois|ZCTA 62075|62075|1430|67.3|27.8|52.1|8.5|32.7|29.2|14.3|2.38|2.89
Illinois|ZCTA 62076|62076|59|64.4|13.6|54.2|5.1|35.6|33.9|16.9|2.29|2.87
Illinois|ZCTA 62077|62077|159|61.6|24.5|43.4|10.1|38.4|32.7|17|2.18|2.7
Illinois|ZCTA 62078|62078|43|76.7|27.9|51.2|14|23.3|23.3|14|2.77|3.12
Illinois|ZCTA 62079|62079|102|81.4|25.5|67.6|6.9|18.6|16.7|8.8|2.51|2.81
Illinois|ZCTA 62080|62080|1001|70.4|29.7|56.9|9.7|29.6|25.4|11.9|2.51|2.98
Illinois|ZCTA 62081|62081|132|68.2|24.2|55.3|8.3|31.8|25.8|11.4|2.26|2.7
Illinois|ZCTA 62082|62082|1198|66|27.5|50.2|10.6|34|28.7|12.8|2.43|2.97
Illinois|ZCTA 62083|62083|101|76.2|34.7|58.4|9.9|23.8|22.8|15.8|2.92|3.36
Illinois|ZCTA 62084|62084|654|66.8|29.4|46|15.4|33.2|27.5|11|2.46|2.96
Illinois|ZCTA 62085|62085|85|68.2|22.4|45.9|15.3|31.8|27.1|16.5|2.46|2.83
Illinois|ZCTA 62086|62086|573|71.4|28.3|56.9|8.6|28.6|24.1|10.1|2.51|2.94
Illinois|ZCTA 62087|62087|802|66.8|30.4|43|15.2|33.2|25.1|8.1|2.6|3.07
Illinois|ZCTA 62088|62088|2875|67.7|27.8|52.8|10.1|32.3|27.8|13.4|2.4|2.89
Illinois|ZCTA 62089|62089|215|59.5|22.3|46.5|6.5|40.5|32.1|16.7|2.27|2.83
Illinois|ZCTA 62090|62090|446|71.5|36.8|19.5|46.6|28.5|24.9|7.8|2.65|3.13
Illinois|ZCTA 62091|62091|136|68.4|19.9|58.1|4.4|31.6|22.1|8.8|2.48|2.94
Illinois|ZCTA 62092|62092|1201|65.4|25.8|47.5|11.7|34.6|29.7|14.3|2.42|2.96
Illinois|ZCTA 62093|62093|171|66.1|28.1|45|14|33.9|29.2|14.6|2.54|3.1
Illinois|ZCTA 62094|62094|511|61.1|23.9|46.6|9|38.9|34.2|15.1|2.25|2.85
Illinois|ZCTA 62095|62095|4691|61.6|25.9|42.3|13.7|38.4|31.3|12|2.35|2.94
Illinois|ZCTA 62097|62097|1099|74|31.3|64.3|6.1|26|20.1|7.3|2.57|2.97
Illinois|ZCTA 62201|62201|2559|67.5|42.6|20.3|41.6|32.5|28.4|10.4|2.93|3.63
Illinois|ZCTA 62203|62203|2744|69.6|23.6|27.6|34.5|30.4|26.5|9.6|2.72|3.27
Illinois|ZCTA 62204|62204|2894|60.8|26.3|17.2|37|39.2|34.7|8.5|2.74|3.63
Illinois|ZCTA 62205|62205|3564|62|23.7|17.3|37|38|33.4|12.6|2.55|3.28
Illinois|ZCTA 62206|62206|5595|71.9|35.8|30.9|33.7|28.1|22.9|6.9|2.91|3.4
Illinois|ZCTA 62207|62207|3310|63.1|30.3|15.9|40.7|36.9|33.9|13.8|2.58|3.31
Illinois|ZCTA 62208|62208|7493|63.3|25.1|45.5|12.8|36.7|30.8|10.3|2.32|2.91
Illinois|ZCTA 62214|62214|493|73.4|27.8|63.9|4.9|26.6|22.5|9.9|2.49|2.91
Illinois|ZCTA 62215|62215|638|79|38.4|66.5|6.9|21|17.4|8.9|2.88|3.22
Illinois|ZCTA 62216|62216|888|76.4|39.5|66.7|7.7|23.6|16.3|6.1|2.75|3.12
Illinois|ZCTA 62217|62217|336|68.8|26.2|53.6|9.5|31.3|25.9|10.1|2.4|2.89
Illinois|ZCTA 62218|62218|531|77.6|36.5|70.8|4.1|22.4|19|8.7|2.79|3.22
Illinois|ZCTA 62219|62219|399|64.4|29.3|49.6|9.3|35.6|28.6|13.3|2.53|3.09
Illinois|ZCTA 62220|62220|8222|62.8|29.3|43.2|14.8|37.2|30.7|9.6|2.41|3.02
Illinois|ZCTA 62221|62221|11200|67.9|32.2|49.6|14.3|32.1|26.6|8|2.48|3.01
Illinois|ZCTA 62223|62223|7408|64.2|25.6|46.9|13.1|35.8|31|12.9|2.33|2.91
Illinois|ZCTA 62225|62225|1522|90.3|71.8|78.1|9.8|9.7|8.7|0.2|3.33|3.54
Illinois|ZCTA 62226|62226|12663|60.3|26.8|40.8|15.4|39.7|33.7|12.6|2.29|2.95
Illinois|ZCTA 62230|62230|2415|68.6|31.9|57.2|7.9|31.4|26.1|13.3|2.53|3.08
Illinois|ZCTA 62231|62231|3032|69|26.3|54.8|9.1|31|26.3|12.5|2.45|2.94
Illinois|ZCTA 62232|62232|2797|67.9|27.1|48.4|13.1|32.1|25.8|10.8|2.55|3.03
Illinois|ZCTA 62233|62233|2583|65.4|27.5|49.8|10.7|34.6|30.5|14.1|2.34|2.9
Illinois|ZCTA 62234|62234|13864|64.8|27.1|46.9|12.6|35.2|28.3|9.6|2.41|2.95
Illinois|ZCTA 62236|62236|4804|73.1|33|61.9|7.6|26.9|22.3|10|2.59|3.06
Illinois|ZCTA 62237|62237|1106|67.6|24.7|52.9|10.3|32.4|27.3|12.7|2.34|2.82
Illinois|ZCTA 62238|62238|280|66.4|22.9|51.8|8.6|33.6|28.2|7.9|2.49|2.97
Illinois|ZCTA 62239|62239|1997|68.2|29.1|43.5|16.8|31.8|25.9|9.2|2.48|2.93
Illinois|ZCTA 62240|62240|749|72.2|27|52.1|13.1|27.8|22|8.3|2.62|3.01
Illinois|ZCTA 62241|62241|435|66.7|26.7|54|8.7|33.3|28.5|13.8|2.44|3.03
Illinois|ZCTA 62242|62242|587|68.7|27.1|56.9|6.8|31.3|27.3|10.2|2.47|2.95
Illinois|ZCTA 62243|62243|2307|73.3|30.4|59|9|26.7|22.4|10.1|2.52|2.94
Illinois|ZCTA 62244|62244|447|80.1|32.2|71.8|3.6|19.9|15.2|5.6|2.59|2.87
Illinois|ZCTA 62245|62245|692|73.1|31.9|59.5|8.1|26.9|23|10.7|2.59|3.04
Illinois|ZCTA 62246|62246|3463|64.9|26.3|51.9|9|35.1|28.6|14.3|2.4|2.92
Illinois|ZCTA 62248|62248|127|67.7|31.5|57.5|6.3|32.3|27.6|12.6|2.52|3.08
Illinois|ZCTA 62249|62249|6162|72.3|33.1|59.8|8.7|27.7|23.5|10.9|2.56|3.02
Illinois|ZCTA 62250|62250|198|71.7|32.8|59.6|6.6|28.3|25.3|13.6|2.55|3.05
Illinois|ZCTA 62253|62253|309|62.8|18.4|49.5|9.1|37.2|30.7|19.1|2.25|2.75
Illinois|ZCTA 62254|62254|2277|62.8|25.5|49|10.1|37.2|26.4|9.4|2.45|2.93
Illinois|ZCTA 62255|62255|395|73.7|28.6|56.7|11.4|26.3|21.5|10.1|2.53|2.92
Illinois|ZCTA 62257|62257|1314|68.9|26.4|53.3|10|31.1|26.6|12.2|2.45|2.92
Illinois|ZCTA 62258|62258|3475|73.6|34.4|58.6|10.1|26.4|22.2|9.4|2.63|3.09
Illinois|ZCTA 62260|62260|2883|73.7|30.4|61.8|7.6|26.3|22.2|9.9|2.53|2.96
Illinois|ZCTA 62261|62261|68|55.9|19.1|48.5|7.4|44.1|33.8|13.2|2.24|2.95
Illinois|ZCTA 62262|62262|748|68.7|26.1|53.2|9.9|31.3|26.9|11.5|2.42|2.9
Illinois|ZCTA 62263|62263|2157|68.1|27.9|57.2|7|31.9|27.4|11.9|2.41|2.95
Illinois|ZCTA 62264|62264|1323|70.7|29.9|57.4|8.3|29.3|24.6|12.1|2.49|2.94
Illinois|ZCTA 62265|62265|1616|74.6|34.5|59.1|10.8|25.4|20.4|8.7|2.64|3.04
Illinois|ZCTA 62266|62266|91|71.4|31.9|53.8|12.1|28.6|22|9.9|2.79|3.32
Illinois|ZCTA 62268|62268|293|74.7|25.6|63.8|5.1|25.3|20.5|11.6|2.52|2.9
Illinois|ZCTA 62269|62269|11924|72.6|36.2|56.6|12|27.4|22.8|6.8|2.63|3.11
Illinois|ZCTA 62271|62271|861|65.5|25.8|53.7|7.7|34.5|29.3|13.2|2.41|2.97
Illinois|ZCTA 62272|62272|697|66.1|24.8|52.7|8.9|33.9|28.6|10.6|2.4|2.9
Illinois|ZCTA 62273|62273|168|66.7|31|43.5|19|33.3|29.2|11.9|2.54|3.04
Illinois|ZCTA 62274|62274|2572|67.2|26.1|53.8|9.1|32.8|29|14.3|2.35|2.88
Illinois|ZCTA 62275|62275|1382|74.5|30.3|62|6.7|25.5|20.7|7.8|2.62|3.02
Illinois|ZCTA 62277|62277|526|72.1|31.7|60.1|8.6|27.9|23.8|11.6|2.5|2.96
Illinois|ZCTA 62278|62278|2694|71.1|29.5|59.4|8.4|28.9|26|12.5|2.45|2.94
Illinois|ZCTA 62280|62280|171|77.2|27.5|67.3|4.7|22.8|18.7|8.8|2.6|2.95
Illinois|ZCTA 62281|62281|806|78.8|33|67.5|7.7|21.2|16.1|6|2.67|3
Illinois|ZCTA 62282|62282|197|71.6|31.5|57.9|9.6|28.4|24.9|13.7|2.39|2.82
Illinois|ZCTA 62284|62284|245|73.5|29.8|60.4|5.7|26.5|21.6|11.4|2.6|2.97
Illinois|ZCTA 62285|62285|1650|77.8|34.2|67.1|7.9|22.2|19|8.2|2.67|3.06
Illinois|ZCTA 62286|62286|2519|65.1|24.1|47.7|12.2|34.9|29.7|12.6|2.36|2.9
Illinois|ZCTA 62288|62288|1265|66|25.6|54.5|8|34|29.5|15.8|2.31|2.86
Illinois|ZCTA 62289|62289|133|67.7|33.1|48.9|13.5|32.3|24.1|12|2.63|3.11
Illinois|ZCTA 62292|62292|397|65.2|24.7|47.1|11.3|34.8|26.4|11.6|2.39|2.85
Illinois|ZCTA 62293|62293|1922|69.7|29.4|58.6|6.6|30.3|25.7|12|2.47|2.96
Illinois|ZCTA 62294|62294|5320|76.2|37.3|62.7|9.9|23.8|19.5|7.4|2.7|3.11
Illinois|ZCTA 62295|62295|562|79.2|42.2|67.6|7.8|20.8|17.8|6.9|2.85|3.22
Illinois|ZCTA 62297|62297|189|73|24.3|62.4|5.8|27|22.8|10.1|2.39|2.79
Illinois|ZCTA 62298|62298|6374|74.6|31.9|62|8.7|25.4|21.6|9.7|2.57|2.98
Illinois|ZCTA 62301|62301|14194|56.3|25.6|38.6|13.4|43.7|36.9|14.5|2.23|2.93
Illinois|ZCTA 62305|62305|7281|73|28.3|62.2|7.8|27|23.1|11.7|2.47|2.91
Illinois|ZCTA 62311|62311|356|64.3|24.4|52|8.1|35.7|28.7|16.9|2.32|2.87
Illinois|ZCTA 62312|62312|886|66.8|29|53.2|8.9|33.2|28.9|14.8|2.37|2.91
Illinois|ZCTA 62313|62313|159|73.6|27.7|62.3|5|26.4|23.9|12.6|2.45|2.82
Illinois|ZCTA 62314|62314|240|74.2|27.9|64.6|5|25.8|24.2|9.6|2.55|2.99
Illinois|ZCTA 62316|62316|264|67.8|29.2|57.2|6.4|32.2|28|14.8|2.5|3.01
Illinois|ZCTA 62319|62319|120|66.7|19.2|55.8|4.2|33.3|28.3|9.2|2.2|2.6
Illinois|ZCTA 62320|62320|848|72.3|30.7|61|7.7|27.7|24.6|11.9|2.51|2.98
Illinois|ZCTA 62321|62321|1757|64.2|24.5|52.5|8.3|35.8|31.3|14.4|2.3|2.86
Illinois|ZCTA 62323|62323|116|73.3|30.2|60.3|6|26.7|23.3|9.5|2.5|2.81
Illinois|ZCTA 62324|62324|521|70.4|29.6|57|8.8|29.6|24.2|10.9|2.61|3.14
Illinois|ZCTA 62325|62325|147|76.2|37.4|61.9|6.1|23.8|18.4|12.2|2.74|3.06
Illinois|ZCTA 62326|62326|1051|67.2|23|54.1|8.2|32.8|25.9|10.9|2.36|2.81
Illinois|ZCTA 62330|62330|775|67.5|23.4|54.3|9|32.5|27.6|13|2.27|2.73
Illinois|ZCTA 62334|62334|77|63.6|20.8|46.8|6.5|36.4|29.9|13|2.23|2.73
Illinois|ZCTA 62338|62338|565|79.5|32.7|69.6|6.2|20.5|17.2|6.9|2.61|2.93
Illinois|ZCTA 62339|62339|344|70.1|30.5|57.8|8.7|29.9|26.7|12.2|2.42|2.92
Illinois|ZCTA 62340|62340|696|70.3|29|55.3|9.2|29.7|25.7|13.5|2.46|2.93
Illinois|ZCTA 62341|62341|1485|68.6|26.9|55.1|9.2|31.4|27.1|12.3|2.39|2.86
Illinois|ZCTA 62343|62343|300|68.3|27.3|56.3|10|31.7|27.3|6.7|2.37|2.86
Illinois|ZCTA 62344|62344|58|75.9|27.6|63.8|5.2|24.1|22.4|13.8|2.38|2.73
Illinois|ZCTA 62345|62345|143|71.3|23.8|59.4|4.9|28.7|25.2|12.6|2.5|2.86
Illinois|ZCTA 62346|62346|77|63.6|19.5|51.9|9.1|36.4|31.2|13|2.31|2.96
Illinois|ZCTA 62347|62347|878|76.8|32.6|66.9|7.2|23.2|19.9|7.9|2.6|2.98
Illinois|ZCTA 62348|62348|61|67.2|32.8|42.6|14.8|32.8|27.9|13.1|2.79|3.27
Illinois|ZCTA 62349|62349|257|72|26.8|62.6|5.8|28|25.3|11.7|2.47|2.95
Illinois|ZCTA 62351|62351|707|72.4|28.3|61|7.9|27.6|23.2|8.8|2.53|2.98
Illinois|ZCTA 62352|62352|102|69.6|30.4|53.9|9.8|30.4|28.4|11.8|2.66|3.24
Illinois|ZCTA 62353|62353|1527|63.1|27.1|49.1|9.8|36.9|33.1|12.3|2.31|2.92
Illinois|ZCTA 62354|62354|723|71.9|18.3|62.7|6.9|28.1|24.6|12.6|2.29|2.7
Illinois|ZCTA 62355|62355|338|69.8|24.9|52.7|8.3|30.2|26.3|10.4|2.43|2.88
Illinois|ZCTA 62356|62356|241|68.5|29|51.5|12|31.5|27|13.7|2.37|2.83
Illinois|ZCTA 62357|62357|100|71|29|60|9|29|25|12|2.45|2.96
Illinois|ZCTA 62358|62358|310|70.3|28.7|59|7.4|29.7|26.8|13.2|2.43|2.89
Illinois|ZCTA 62359|62359|63|79.4|36.5|65.1|14.3|20.6|12.7|6.3|2.63|2.9
Illinois|ZCTA 62360|62360|632|76.6|31.6|60.6|10.4|23.4|19.3|9.5|2.62|2.98
Illinois|ZCTA 62361|62361|202|75.2|35.6|60.4|7.9|24.8|20.3|10.4|2.67|3.07
Illinois|ZCTA 62362|62362|182|63.7|24.2|47.8|13.2|36.3|31.3|15.9|2.19|2.72
Illinois|ZCTA 62363|62363|2502|66.3|26.4|53.2|8.9|33.7|29.6|16.2|2.31|2.82
Illinois|ZCTA 62365|62365|243|79|28.8|64.6|7|21|18.1|5.8|2.66|2.99
Illinois|ZCTA 62366|62366|575|70.4|26.8|57.4|9|29.6|25.4|13.9|2.45|2.91
Illinois|ZCTA 62367|62367|517|67.3|26.1|56.3|7.4|32.7|27.1|12.8|2.6|3.22
Illinois|ZCTA 62370|62370|219|69.4|26.9|60.7|5.9|30.6|27.9|10|2.37|2.87
Illinois|ZCTA 62373|62373|113|72.6|27.4|64.6|6.2|27.4|23|14.2|2.65|3.15
Illinois|ZCTA 62374|62374|135|67.4|16.3|53.3|8.1|32.6|27.4|8.9|2.21|2.68
Illinois|ZCTA 62375|62375|156|67.9|24.4|62.8|2.6|32.1|28.8|12.2|2.37|2.93
Illinois|ZCTA 62376|62376|486|72.2|30|60.5|7.4|27.8|24.1|13|2.47|2.9
Illinois|ZCTA 62378|62378|397|67.3|22.4|55.4|7.1|32.7|29.5|11.6|2.26|2.73
Illinois|ZCTA 62379|62379|878|67.1|23.2|54|8.7|32.9|28.1|12.6|2.33|2.83
Illinois|ZCTA 62380|62380|154|70.8|27.3|61|5.2|29.2|25.3|11.7|2.6|3.12
Illinois|ZCTA 62401|62401|7870|65.3|28.4|51|10.1|34.7|29.9|12.3|2.38|2.95
Illinois|ZCTA 62410|62410|376|76.9|31.1|66|6.6|23.1|21|9|2.62|2.99
Illinois|ZCTA 62411|62411|1718|70.5|30.5|55.6|11.4|29.5|25.7|11.6|2.54|3.03
Illinois|ZCTA 62413|62413|155|81.3|28.4|71.6|3.9|18.7|15.5|7.1|2.72|2.99
Illinois|ZCTA 62414|62414|748|73.7|28.7|57.4|9|26.3|23.3|10.4|2.52|2.94
Illinois|ZCTA 62417|62417|1201|70.3|29.8|51.1|13|29.7|26.6|12.6|2.48|2.95
Illinois|ZCTA 62418|62418|851|70.7|28.2|54.9|10.9|29.3|24.8|12.8|2.51|2.94
Illinois|ZCTA 62419|62419|168|72|23.2|59.5|6|28|23.8|11.3|2.44|2.84
Illinois|ZCTA 62420|62420|1939|66.8|27.1|51.7|10.4|33.2|28.5|13.7|2.39|2.91
Illinois|ZCTA 62421|62421|298|72.5|28.9|62.8|6|27.5|23.5|10.4|2.61|3.1
Illinois|ZCTA 62422|62422|463|68.5|28.1|54.2|9.9|31.5|27|13.6|2.5|3.01
Illinois|ZCTA 62423|62423|285|77.2|29.8|65.6|7.4|22.8|19.3|10.2|2.54|2.88
Illinois|ZCTA 62424|62424|724|78.6|38.4|68.1|5.9|21.4|18.9|9.1|2.89|3.31
Illinois|ZCTA 62425|62425|256|75|28.5|65.6|5.1|25|21.9|11.7|2.54|2.92
Illinois|ZCTA 62426|62426|443|72|24.6|57.1|9.5|28|22.8|9.3|2.45|2.82
Illinois|ZCTA 62427|62427|688|72.2|26.9|59.9|8|27.8|24.6|11.8|2.47|2.92
Illinois|ZCTA 62428|62428|1324|64.4|24.7|50.5|9|35.6|31.2|15.6|2.31|2.88
Illinois|ZCTA 62431|62431|482|75.5|29.9|63.1|7.1|24.5|21.2|10|2.56|2.94
Illinois|ZCTA 62432|62432|234|73.1|28.6|62.4|5.1|26.9|22.2|9|2.44|2.84
Illinois|ZCTA 62433|62433|428|65.2|24.1|53|8.6|34.8|31.5|12.9|2.25|2.8
Illinois|ZCTA 62434|62434|139|74.8|23|57.6|5.8|25.2|23|14.4|2.37|2.79
Illinois|ZCTA 62436|62436|220|76.8|28.6|65|5.9|23.2|20.5|9.5|2.55|2.92
Illinois|ZCTA 62438|62438|166|77.1|26.5|65.7|9|22.9|16.9|9|2.61|2.91
Illinois|ZCTA 62439|62439|3389|62.1|22.8|46.9|11|37.9|34|17.4|2.22|2.81
Illinois|ZCTA 62440|62440|524|75|28.1|64.3|6.1|25|19.5|7.3|2.49|2.83
Illinois|ZCTA 62441|62441|3072|67.2|28.2|52.5|10.6|32.8|28.2|12.8|2.38|2.9
Illinois|ZCTA 62442|62442|1043|68|23.7|56.6|7.6|32|27.4|13.9|2.32|2.79
Illinois|ZCTA 62443|62443|599|75.8|31.6|65.4|5|24.2|20.5|9.5|2.7|3.12
Illinois|ZCTA 62444|62444|152|65.8|28.9|59.2|3.3|34.2|31.6|15.1|2.55|3.24
Illinois|ZCTA 62445|62445|357|70.9|29.4|61.3|6.7|29.1|26.3|10.4|2.54|3.09
Illinois|ZCTA 62446|62446|172|74.4|26.7|65.7|5.8|25.6|23.3|8.7|2.41|2.8
Illinois|ZCTA 62447|62447|1323|73.2|30.3|59.7|8.7|26.8|22.7|12.3|2.52|2.95
Illinois|ZCTA 62448|62448|2393|70.2|27.4|57.4|9|29.8|25|12.6|2.42|2.87
Illinois|ZCTA 62449|62449|1254|69.4|27.2|55.1|9.3|30.6|26.6|12.8|2.45|2.94
Illinois|ZCTA 62450|62450|5127|63.7|26|48.6|10.3|36.3|31.3|14.5|2.31|2.86
Illinois|ZCTA 62451|62451|925|66.5|24|52.3|10.3|33.5|28.6|13.3|2.33|2.86
Illinois|ZCTA 62452|62452|162|73.5|27.2|58|8.6|26.5|21.6|10.5|2.47|2.86
Illinois|ZCTA 62454|62454|4371|64.2|25.6|50.1|9.6|35.8|30.9|14|2.31|2.85
Illinois|ZCTA 62458|62458|862|71.1|32|53.1|11.8|28.9|24.8|11.4|2.52|2.95
Illinois|ZCTA 62459|62459|105|62.9|28.6|55.2|3.8|37.1|35.2|17.1|2.31|3
Illinois|ZCTA 62460|62460|502|70.5|24.7|55.6|8.8|29.5|27.1|12.9|2.45|2.92
Illinois|ZCTA 62461|62461|335|76.1|28.1|66|5.1|23.9|21.2|8.7|2.55|2.92
Illinois|ZCTA 62462|62462|382|80.9|37.2|70.7|6.3|19.1|15.7|7.3|3.01|3.4
Illinois|ZCTA 62463|62463|517|70.2|28.6|58.4|8.1|29.8|27.3|13|2.5|3.03
Illinois|ZCTA 62465|62465|349|73.9|28.1|66.2|6|26.1|24.4|10.6|2.46|2.9
Illinois|ZCTA 62466|62466|964|72.9|30.2|60.2|8.4|27.1|22.6|11.3|2.56|3
Illinois|ZCTA 62467|62467|1296|77.5|37.7|67.5|6.6|22.5|19.6|9.3|2.89|3.36
Illinois|ZCTA 62468|62468|1034|73|29.2|58|9.6|27|23.2|10.3|2.47|2.86
Illinois|ZCTA 62469|62469|160|76.9|31.9|65|6.9|23.1|19.4|6.9|2.62|2.96
Illinois|ZCTA 62471|62471|3590|63.4|26.4|47.7|10.8|36.6|30.9|13.2|2.37|2.94
Illinois|ZCTA 62473|62473|506|77.5|36.6|60.5|11.1|22.5|17.8|5.3|2.81|3.14
Illinois|ZCTA 62474|62474|342|73.7|31|60.5|7|26.3|22.5|10.2|2.48|2.86
Illinois|ZCTA 62475|62475|153|71.2|26.1|60.8|5.9|28.8|21.6|6.5|2.53|2.93
Illinois|ZCTA 62476|62476|717|69|26.4|57.2|7|31|28|11.6|2.39|2.87
Illinois|ZCTA 62477|62477|391|68.5|25.8|56.3|5.6|31.5|23.8|10.5|2.42|2.86
Illinois|ZCTA 62478|62478|161|72.7|29.2|62.1|5.6|27.3|22.4|9.3|2.47|2.89
Illinois|ZCTA 62479|62479|314|78.3|27.1|67.2|5.1|21.7|18.5|9.6|2.61|2.97
Illinois|ZCTA 62480|62480|313|70|26.8|55.9|9.6|30|24.9|12.5|2.51|2.99
Illinois|ZCTA 62481|62481|159|69.2|25.2|58.5|6.3|30.8|29.6|15.1|2.43|2.95
Illinois|ZCTA 62501|62501|1052|77.3|28.2|67.1|6.1|22.7|20|8.7|2.53|2.89
Illinois|ZCTA 62510|62510|703|66.6|27.3|51.1|11.1|33.4|30.3|13.2|2.31|2.84
Illinois|ZCTA 62512|62512|190|80|30.5|69.5|5.3|20|16.3|7.4|2.63|2.92
Illinois|ZCTA 62513|62513|682|70.7|35.8|57.5|9.4|29.3|25.7|10.4|2.59|3.11
Illinois|ZCTA 62514|62514|103|72.8|26.2|54.4|13.6|27.2|22.3|3.9|2.45|2.79
Illinois|ZCTA 62515|62515|390|72.3|28.5|63.3|5.6|27.7|22.1|9.5|2.46|2.9
Illinois|ZCTA 62517|62517|90|65.6|28.9|48.9|14.4|34.4|30|16.7|2.51|3.05
Illinois|ZCTA 62518|62518|185|75.7|28.6|63.2|7.6|24.3|22.7|9.7|2.47|2.85
Illinois|ZCTA 62520|62520|609|73.1|29.2|61.1|7.1|26.9|22.3|8.4|2.51|2.87
Illinois|ZCTA 62521|62521|15229|65.9|25.2|47.1|14.7|34.1|28.9|11.8|2.32|2.83
Illinois|ZCTA 62522|62522|6490|58.5|25.1|37.9|16.3|41.5|33.8|10.3|2.33|2.98
Illinois|ZCTA 62523|62523|373|28.4|22.5|3.2|23.3|71.6|67.8|18.2|1.6|2.85
Illinois|ZCTA 62526|62526|14899|58.1|23.7|37.8|15.8|41.9|36.4|14.3|2.2|2.84
Illinois|ZCTA 62530|62530|639|68.9|28.5|53.7|9.2|31.1|26.1|10.2|2.4|2.84
Illinois|ZCTA 62531|62531|767|66.5|26.3|51.5|8.3|33.5|28.8|12.3|2.34|2.84
Illinois|ZCTA 62532|62532|41|78|36.6|70.7|0|22|22|14.6|2.56|2.91
Illinois|ZCTA 62533|62533|423|67.1|25.5|54.4|8.5|32.9|29.8|11.3|2.3|2.84
Illinois|ZCTA 62534|62534|496|64.7|22.4|53|7.5|35.3|29.6|13.9|2.27|2.82
Illinois|ZCTA 62535|62535|1311|80.4|36.6|74.5|4.3|19.6|18.3|10.4|2.68|3.06
Illinois|ZCTA 62536|62536|328|87.5|36|78|7|12.5|8.5|1.8|2.78|2.92
Illinois|ZCTA 62538|62538|159|67.9|25.2|56.6|6.3|32.1|26.4|13.2|2.38|2.89
Illinois|ZCTA 62539|62539|524|74|33.8|61.1|8|26|21.6|9.5|2.59|3.03
